GeoFips,GeoName,Income,Year
2919,"Outer Ketchikan Division, AK*",0,2016
2920,"Prince of Wales Division, AK*",0,2016
2921,"Seward Division, AK*",0,2016
2922,"Sitka Division, AK*",0,2016
2923,"Skagway-Yakutat Division, AK*",0,2016
2924,"Southeast Fairbanks Division, AK*",0,2016
2925,"Upper Yukon Division, AK*",0,2016
2926,"Valdez-Chitina-Whittier Division, AK*",0,2016
2928,"Wrangell-Petersburg Division, AK*",0,2016
2929,"Yukon-Koyukuk Division, AK*",0,2016
4001,"Apache, AZ",15.316666666666666,2016
4003,"Cochise, AZ",18.380882352941178,2016
4005,"Coconino, AZ",21.79656862745098,2016
4007,"Gila, AZ",17.86421568627451,2016
4009,"Graham, AZ",14.16470588235294,2016
4011,"Greenlee, AZ",16.73970588235294,2016
4012,"La Paz, AZ*",15.294117647058824,2016
4013,"Maricopa, AZ",21.565196078431374,2016
4015,"Mohave, AZ",14.887254901960784,2016
4017,"Navajo, AZ",14.519607843137255,2016
4019,"Pima, AZ",19.633333333333333,2016
4021,"Pinal, AZ",14.109313725490196,2016
4023,"Santa Cruz, AZ",16.99264705882353,2016
4025,"Yavapai, AZ",17.97156862745098,2016
4027,"Yuma, AZ*",15.944607843137256,2016
5001,"Arkansas, AR",21.605392156862745,2016
5003,"Ashley, AR",16.449019607843137,2016
5005,"Baxter, AR",17.009313725490195,2016
5007,"Benton, AR",40.64019607843137,2016
5009,"Boone, AR",16.349019607843136,2016
5011,"Bradley, AR",17.648039215686275,2016
5013,"Calhoun, AR",16.12107843137255,2016
5015,"Carroll, AR",15.10392156862745,2016
5017,"Chicot, AR",17.352450980392156,2016
5019,"Clark, AR",16.226960784313725,2016
5021,"Clay, AR",15.23235294117647,2016
5023,"Cleburne, AR",17.265686274509804,2016
5025,"Cleveland, AR",17.66127450980392,2016
5027,"Columbia, AR",16.902941176470588,2016
5029,"Conway, AR",17.611764705882354,2016
5031,"Craighead, AR",17.48970588235294,2016
5033,"Crawford, AR",15.319607843137256,2016
5035,"Crittenden, AR",17.327450980392157,2016
5037,"Cross, AR",16.329901960784312,2016
5039,"Dallas, AR",15.736274509803922,2016
5041,"Desha, AR",18.50392156862745,2016
5043,"Drew, AR",16.893627450980393,2016
5045,"Faulkner, AR",17.376470588235293,2016
5047,"Franklin, AR",15.352450980392156,2016
5049,"Fulton, AR",12.831372549019608,2016
5051,"Garland, AR",18.33921568627451,2016
5053,"Grant, AR",17.66372549019608,2016
5055,"Greene, AR",15.93235294117647,2016
5057,"Hempstead, AR",14.263235294117647,2016
5059,"Hot Spring, AR",14.170098039215686,2016
5061,"Howard, AR",16.304901960784314,2016
5063,"Independence, AR",16.352941176470587,2016
5065,"Izard, AR",13.999019607843136,2016
5067,"Jackson, AR",17.269117647058824,2016
5069,"Jefferson, AR",16.354411764705883,2016
5071,"Johnson, AR",13.616666666666667,2016
5073,"Lafayette, AR",16.70392156862745,2016
5075,"Lawrence, AR",15.733823529411765,2016
5077,"Lee, AR",12.727941176470589,2016
5079,"Lincoln, AR",12.29607843137255,2016
5081,"Little River, AR",16.45392156862745,2016
5083,"Logan, AR",15.429901960784314,2016
5085,"Lonoke, AR",18.24607843137255,2016
5087,"Madison, AR",15.946078431372548,2016
5089,"Marion, AR",14.122549019607844,2016
5091,"Miller, AR",15.906372549019608,2016
5093,"Mississippi, AR",14.695588235294117,2016
5095,"Monroe, AR",15.040686274509804,2016
5097,"Montgomery, AR",13.173529411764706,2016
5099,"Nevada, AR",15.486274509803922,2016
5101,"Newton, AR",13.219117647058823,2016
5103,"Ouachita, AR",16.75,2016
5105,"Perry, AR",16.103431372549018,2016
5107,"Phillips, AR",14.590196078431372,2016
5109,"Pike, AR",14.973529411764705,2016
5111,"Poinsett, AR",14.930392156862744,2016
5113,"Polk, AR",13.758823529411766,2016
5115,"Pope, AR",16.12205882352941,2016
5117,"Prairie, AR",16.309313725490195,2016
5119,"Pulaski, AR",23.641176470588235,2016
5121,"Randolph, AR",15.196568627450981,2016
5123,"St. Francis, AR",12.767156862745098,2016
5125,"Saline, AR",19.46127450980392,2016
5127,"Scott, AR",13.958333333333334,2016
5129,"Searcy, AR",12.87156862745098,2016
5131,"Sebastian, AR",19.516666666666666,2016
5133,"Sevier, AR",14.976960784313725,2016
5135,"Sharp, AR",15.538235294117648,2016
5137,"Stone, AR",14.083333333333334,2016
5139,"Union, AR",19.518627450980393,2016
5141,"Van Buren, AR",14.320098039215686,2016
5143,"Washington, AR",18.487254901960785,2016
5145,"White, AR",16.39264705882353,2016
5147,"Woodruff, AR",16.58235294117647,2016
5149,"Yell, AR",15.169117647058824,2016
6001,"Alameda, CA",33.234313725490196,2016
6003,"Alpine, CA",36.99166666666667,2016
6005,"Amador, CA",20.844117647058823,2016
6007,"Butte, CA",20.765686274509804,2016
6009,"Calaveras, CA",22.42843137254902,2016
6011,"Colusa, CA",21.600490196078432,2016
6013,"Contra Costa, CA",35.63627450980392,2016
6015,"Del Norte, CA",17.442156862745097,2016
6017,"El Dorado, CA",30.869117647058822,2016
6019,"Fresno, CA",20.1578431372549,2016
6021,"Glenn, CA",21.141176470588235,2016
6023,"Humboldt, CA",21.784803921568628,2016
6025,"Imperial, CA",17.88872549019608,2016
6027,"Inyo, CA",28.42843137254902,2016
6029,"Kern, CA",18.524019607843137,2016
6031,"Kings, CA",17.269607843137255,2016
6033,"Lake, CA",19.437254901960785,2016
6035,"Lassen, CA",17.504901960784313,2016
6037,"Los Angeles, CA",28.204901960784312,2016
6039,"Madera, CA",18.25049019607843,2016
6041,"Marin, CA",58.34754901960784,2016
6043,"Mariposa, CA",23.961764705882352,2016
6045,"Mendocino, CA",22.949019607843137,2016
6047,"Merced, CA",18.306372549019606,2016
6049,"Modoc, CA",22.28970588235294,2016
6051,"Mono, CA",22.692156862745097,2016
6053,"Monterey, CA",26.21764705882353,2016
6055,"Napa, CA",33.542156862745095,2016
6057,"Nevada, CA",28.599019607843136,2016
6059,"Orange, CA",31.097549019607843,2016
6061,"Placer, CA",30.45686274509804,2016
6063,"Plumas, CA",24.106372549019607,2016
6065,"Riverside, CA",18.683333333333334,2016
6067,"Sacramento, CA",24.11127450980392,2016
6069,"San Benito, CA",23.680882352941175,2016
6071,"San Bernardino, CA",18.486764705882354,2016
6073,"San Diego, CA",27.699019607843137,2016
6075,"San Francisco, CA",56.60588235294118,2016
6077,"San Joaquin, CA",20.40392156862745,2016
6079,"San Luis Obispo, CA",25.983333333333334,2016
6081,"San Mateo, CA",52.779411764705884,2016
6083,"Santa Barbara, CA",28.232843137254903,2016
6085,"Santa Clara, CA",45.511764705882356,2016
6087,"Santa Cruz, CA",29.887254901960784,2016
6089,"Shasta, CA",21.373039215686273,2016
6091,"Sierra, CA",20.600980392156863,2016
6093,"Siskiyou, CA",21.393137254901962,2016
6095,"Solano, CA",23.140686274509804,2016
6097,"Sonoma, CA",28.126470588235293,2016
6099,"Stanislaus, CA",20.394117647058824,2016
6101,"Sutter, CA",20.888235294117646,2016
6103,"Tehama, CA",18.716666666666665,2016
6105,"Trinity, CA",18.405392156862746,2016
6107,"Tulare, CA",18.949019607843137,2016
6109,"Tuolumne, CA",22.16470588235294,2016
6111,"Ventura, CA",28.073529411764707,2016
6113,"Yolo, CA",25.08627450980392,2016
6115,"Yuba, CA",19.28186274509804,2016
8001,"Adams, CO*",19.394607843137255,2016
8003,"Alamosa, CO",17.15735294117647,2016
8005,"Arapahoe, CO",27.062254901960785,2016
8007,"Archuleta, CO",19.67058823529412,2016
8009,"Baca, CO",19.19656862745098,2016
8011,"Bent, CO",12.830392156862745,2016
8013,"Boulder, CO*",32.0406862745098,2016
8014,"Broomfield, CO*",29.684313725490195,2016
8015,"Chaffee, CO",20.86421568627451,2016
8017,"Cheyenne, CO",18.485294117647058,2016
8019,"Clear Creek, CO",27.748039215686273,2016
8021,"Conejos, CO",16.443627450980394,2016
8023,"Costilla, CO",15.625980392156864,2016
8025,"Crowley, CO",10.445098039215686,2016
8027,"Custer, CO",20.03872549019608,2016
8029,"Delta, CO",16.640196078431373,2016
8031,"Denver, CO",31.475,2016
8033,"Dolores, CO",16.120098039215687,2016
8035,"Douglas, CO",33.73676470588235,2016
8037,"Eagle, CO",33.62647058823529,2016
8039,"Elbert, CO",25.855392156862745,2016
8041,"El Paso, CO",22.132843137254902,2016
8043,"Fremont, CO",15.874019607843136,2016
8045,"Garfield, CO",26.445098039215686,2016
8047,"Gilpin, CO",22.106372549019607,2016
8049,"Grand, CO",21.773529411764706,2016
8051,"Gunnison, CO",21.56764705882353,2016
8053,"Hinsdale, CO",23.008823529411764,2016
8055,"Huerfano, CO",19.119117647058822,2016
8057,"Jackson, CO",22.291176470588237,2016
8059,"Jefferson, CO*",28.39264705882353,2016
8061,"Kiowa, CO",21.120588235294118,2016
8063,"Kit Carson, CO",19.024019607843137,2016
8065,"Lake, CO",16.20098039215686,2016
8067,"La Plata, CO",25.79607843137255,2016
8069,"Larimer, CO",23.73627450980392,2016
8071,"Las Animas, CO",18.057843137254903,2016
8073,"Lincoln, CO",13.255882352941176,2016
8075,"Logan, CO",23.627450980392158,2016
8077,"Mesa, CO",19.834313725490198,2016
8079,"Mineral, CO",31.46029411764706,2016
8081,"Moffat, CO",19.280392156862746,2016
8083,"Montezuma, CO",19.591666666666665,2016
8085,"Montrose, CO",18.011764705882353,2016
8087,"Morgan, CO",20.483333333333334,2016
8089,"Otero, CO",17.138235294117646,2016
8091,"Ouray, CO",27.611764705882354,2016
8093,"Park, CO",20.5921568627451,2016
8095,"Phillips, CO",21.71323529411765,2016
8097,"Pitkin, CO",67.51911764705882,2016
8099,"Prowers, CO",20.24313725490196,2016
8101,"Pueblo, CO",17.708333333333332,2016
8103,"Rio Blanco, CO",20.95686274509804,2016
8105,"Rio Grande, CO",20.978431372549018,2016
8107,"Routt, CO",34.40735294117647,2016
8109,"Saguache, CO",15.5,2016
8111,"San Juan, CO",22.96813725490196,2016
8113,"San Miguel, CO",37.161764705882355,2016
8115,"Sedgwick, CO",22.441666666666666,2016
8117,"Summit, CO",30.258823529411764,2016
8119,"Teller, CO",22.80735294117647,2016
8121,"Washington, CO",19.109803921568627,2016
8123,"Weld, CO*",21.443627450980394,2016
8125,"Yuma, CO",25.008823529411764,2016
9001,"Fairfield, CT",52.74166666666667,2016
9003,"Hartford, CT",29.63137254901961,2016
9005,"Litchfield, CT",29.382843137254902,2016
9007,"Middlesex, CT",31.40735294117647,2016
9009,"New Haven, CT",25.830882352941178,2016
9011,"New London, CT",26.965686274509803,2016
9013,"Tolland, CT",26.154411764705884,2016
9015,"Windham, CT",21.400980392156864,2016
10001,"Kent, DE",19.191176470588236,2016
10003,"New Castle, DE",25.62549019607843,2016
10005,"Sussex, DE",23.45049019607843,2016
11001,"District of Columbia, DC",38.15098039215686,2016
12001,"Alachua, FL",20.044607843137253,2016
12003,"Baker, FL",14.488725490196078,2016
12005,"Bay, FL",20.16127450980392,2016
12007,"Bradford, FL",15.449509803921568,2016
12009,"Brevard, FL",20.59607843137255,2016
12011,"Broward, FL",22.87107843137255,2016
12013,"Calhoun, FL",12.388235294117647,2016
12015,"Charlotte, FL",19.375980392156862,2016
12017,"Citrus, FL",17.687254901960785,2016
12019,"Clay, FL",20.022549019607844,2016
12021,"Collier, FL",41.800980392156866,2016
12023,"Columbia, FL",15.85,2016
12027,"DeSoto, FL",11.705392156862745,2016
12029,"Dixie, FL",12.479901960784314,2016
12031,"Duval, FL",20.840196078431372,2016
12033,"Escambia, FL",19.46372549019608,2016
12035,"Flagler, FL",20.79558823529412,2016
12037,"Franklin, FL",16.13578431372549,2016
12039,"Gadsden, FL",15.76764705882353,2016
12041,"Gilchrist, FL",15.110294117647058,2016
12043,"Glades, FL",11.139705882352942,2016
12045,"Gulf, FL",15.837745098039216,2016
12047,"Hamilton, FL",11.91421568627451,2016
12049,"Hardee, FL",12.850980392156863,2016
12051,"Hendry, FL",14.65,2016
12053,"Hernando, FL",17.18921568627451,2016
12055,"Highlands, FL",15.726960784313725,2016
12057,"Hillsborough, FL",21.24950980392157,2016
12059,"Holmes, FL",13.874019607843136,2016
12061,"Indian River, FL",34.92205882352941,2016
12063,"Jackson, FL",14.812745098039215,2016
12065,"Jefferson, FL",18.775980392156864,2016
12067,"Lafayette, FL",11.287745098039215,2016
12069,"Lake, FL",19.391176470588235,2016
12071,"Lee, FL",23.577450980392157,2016
12073,"Leon, FL",20.349509803921567,2016
12075,"Levy, FL",16.512254901960784,2016
12077,"Liberty, FL",11.061274509803921,2016
12079,"Madison, FL",14.723529411764705,2016
12081,"Manatee, FL",21.965686274509803,2016
12083,"Marion, FL",17.04656862745098,2016
12085,"Martin, FL",37.21470588235294,2016
12086,"Miami-Dade, FL",21.882843137254902,2016
12087,"Monroe, FL",39.07794117647059,2016
12089,"Nassau, FL",26.391176470588235,2016
12091,"Okaloosa, FL",22.42156862745098,2016
12093,"Okeechobee, FL",14.364705882352942,2016
12095,"Orange, FL",20.012254901960784,2016
12097,"Osceola, FL",15.341176470588236,2016
12099,"Palm Beach, FL",34.98676470588235,2016
12101,"Pasco, FL",18.691666666666666,2016
12103,"Pinellas, FL",24.047549019607843,2016
12105,"Polk, FL",16.451470588235296,2016
12107,"Putnam, FL",14.654411764705882,2016
12109,"St. Johns, FL",30.605392156862745,2016
12111,"St. Lucie, FL",18.51078431372549,2016
12113,"Santa Rosa, FL",20.566666666666666,2016
12115,"Sarasota, FL",29.100980392156863,2016
12117,"Seminole, FL",21.787254901960786,2016
12119,"Sumter, FL",20.850490196078432,2016
12121,"Suwannee, FL",15.341666666666667,2016
12123,"Taylor, FL",13.609803921568627,2016
12125,"Union, FL",9.73186274509804,2016
12127,"Volusia, FL",19.313725490196077,2016
12129,"Wakulla, FL",16.475980392156863,2016
12131,"Walton, FL",27.28235294117647,2016
12133,"Washington, FL",13.72156862745098,2016
13001,"Appling, GA",15.623039215686275,2016
13003,"Atkinson, GA",13.442156862745097,2016
13005,"Bacon, GA",14.900980392156862,2016
13007,"Baker, GA",17.468627450980392,2016
13009,"Baldwin, GA",14.966176470588236,2016
13011,"Banks, GA",16.037745098039217,2016
13013,"Barrow, GA",16.695098039215686,2016
13015,"Bartow, GA",17.66813725490196,2016
13017,"Ben Hill, GA",14.455392156862745,2016
13019,"Berrien, GA",14.354411764705882,2016
13021,"Bibb, GA",19.03186274509804,2016
13023,"Bleckley, GA",15.736274509803922,2016
13025,"Brantley, GA",12.927941176470588,2016
13027,"Brooks, GA",16.336764705882352,2016
13029,"Bryan, GA",24.437254901960785,2016
13031,"Bulloch, GA",14.929901960784314,2016
13033,"Burke, GA",16.67794117647059,2016
13035,"Butts, GA",15.302941176470588,2016
13037,"Calhoun, GA",11.559313725490195,2016
13039,"Camden, GA",16.57450980392157,2016
13043,"Candler, GA",14.240196078431373,2016
13045,"Carroll, GA",17.55049019607843,2016
13047,"Catoosa, GA",16.15686274509804,2016
13049,"Charlton, GA",11.341176470588236,2016
13051,"Chatham, GA",21.33235294117647,2016
13053,"Chattahoochee, GA",14.754901960784315,2016
13055,"Chattooga, GA",14.024019607843137,2016
13057,"Cherokee, GA",23.49264705882353,2016
13059,"Clarke, GA",15.609313725490196,2016
13061,"Clay, GA",14.805392156862744,2016
13063,"Clayton, GA",13.102450980392156,2016
13065,"Clinch, GA",17.273039215686275,2016
13067,"Cobb, GA",25.336764705882352,2016
13069,"Coffee, GA",14.614215686274509,2016
13071,"Colquitt, GA",15.084803921568627,2016
13073,"Columbia, GA",22.999019607843138,2016
13075,"Cook, GA",14.584803921568627,2016
13077,"Coweta, GA",21.234803921568627,2016
13079,"Crawford, GA",15.475,2016
13081,"Crisp, GA",14.759803921568627,2016
13083,"Dade, GA",15.758823529411766,2016
13085,"Dawson, GA",20.811764705882354,2016
13087,"Decatur, GA",16.431372549019606,2016
13089,"DeKalb, GA",22.440686274509805,2016
13091,"Dodge, GA",13.969117647058823,2016
13093,"Dooly, GA",13.957843137254901,2016
13095,"Dougherty, GA",16.54656862745098,2016
13097,"Douglas, GA",16.2921568627451,2016
13099,"Early, GA",17.65686274509804,2016
13101,"Echols, GA",12.253921568627451,2016
13103,"Effingham, GA",18.90392156862745,2016
13105,"Elbert, GA",16.169607843137253,2016
13107,"Emanuel, GA",14.999509803921569,2016
13109,"Evans, GA",16.191666666666666,2016
13111,"Fannin, GA",16.077450980392157,2016
13113,"Fayette, GA",28.693627450980394,2016
13115,"Floyd, GA",17.71421568627451,2016
13117,"Forsyth, GA",29.229411764705883,2016
13119,"Franklin, GA",16.641666666666666,2016
13121,"Fulton, GA",37.563235294117646,2016
13123,"Gilmer, GA",16.017156862745097,2016
13125,"Glascock, GA",16.060294117647057,2016
13127,"Glynn, GA",20.74607843137255,2016
13129,"Gordon, GA",16.016666666666666,2016
13131,"Grady, GA",15.352450980392156,2016
13133,"Greene, GA",25.07941176470588,2016
13135,"Gwinnett, GA",18.977450980392156,2016
13137,"Habersham, GA",15.722058823529412,2016
13139,"Hall, GA",19.692156862745097,2016
13141,"Hancock, GA",13.28921568627451,2016
13143,"Haralson, GA",16.71421568627451,2016
13145,"Harris, GA",21.87549019607843,2016
13147,"Hart, GA",16.81078431372549,2016
13149,"Heard, GA",14.555882352941177,2016
13151,"Henry, GA",18.04362745098039,2016
13153,"Houston, GA",19.627450980392158,2016
13155,"Irwin, GA",14.962745098039216,2016
13157,"Jackson, GA",19.308823529411764,2016
13159,"Jasper, GA",17.24705882352941,2016
13161,"Jeff Davis, GA",13.945098039215686,2016
13163,"Jefferson, GA",15.637745098039217,2016
13165,"Jenkins, GA",14.35,2016
13167,"Johnson, GA",11.833333333333334,2016
13169,"Jones, GA",17.120098039215687,2016
13171,"Lamar, GA",15.134313725490196,2016
13173,"Lanier, GA",12.252450980392156,2016
13175,"Laurens, GA",17.269607843137255,2016
13177,"Lee, GA",21.50049019607843,2016
13179,"Liberty, GA",16.254411764705882,2016
13181,"Lincoln, GA",16.983823529411765,2016
13183,"Long, GA",12.788725490196079,2016
13185,"Lowndes, GA",17.125,2016
13187,"Lumpkin, GA",17.024509803921568,2016
13189,"McDuffie, GA",16.682843137254903,2016
13191,"McIntosh, GA",13.705882352941176,2016
13193,"Macon, GA",14.312254901960785,2016
13195,"Madison, GA",16.70686274509804,2016
13197,"Marion, GA",12.933333333333334,2016
13199,"Meriwether, GA",16.026470588235295,2016
13201,"Miller, GA",18.770098039215686,2016
13205,"Mitchell, GA",16.392156862745097,2016
13207,"Monroe, GA",20.452450980392157,2016
13209,"Montgomery, GA",14.447058823529412,2016
13211,"Morgan, GA",22.080392156862747,2016
13213,"Murray, GA",13.838725490196078,2016
13215,"Muscogee, GA",20.09264705882353,2016
13217,"Newton, GA",15.494607843137254,2016
13219,"Oconee, GA",29.294117647058822,2016
13221,"Oglethorpe, GA",17.054901960784314,2016
13223,"Paulding, GA",17.26372549019608,2016
13225,"Peach, GA",17.619117647058822,2016
13227,"Pickens, GA",21.91519607843137,2016
13229,"Pierce, GA",16.611764705882354,2016
13231,"Pike, GA",18.480392156862745,2016
13233,"Polk, GA",15.202941176470588,2016
13235,"Pulaski, GA",14.047549019607843,2016
13237,"Putnam, GA",19.090196078431372,2016
13239,"Quitman, GA",13.440196078431372,2016
13241,"Rabun, GA",18.95441176470588,2016
13243,"Randolph, GA",14.303921568627452,2016
13245,"Richmond, GA",17.19313725490196,2016
13247,"Rockdale, GA",16.41862745098039,2016
13249,"Schley, GA",14.102450980392156,2016
13251,"Screven, GA",15.377450980392156,2016
13253,"Seminole, GA",19.01372549019608,2016
13255,"Spalding, GA",16.188725490196077,2016
13257,"Stephens, GA",18.231372549019607,2016
13259,"Stewart, GA",10.231372549019607,2016
13261,"Sumter, GA",16.41372549019608,2016
13263,"Talbot, GA",16.095588235294116,2016
13265,"Taliaferro, GA",15.929901960784314,2016
13267,"Tattnall, GA",13.447058823529412,2016
13269,"Taylor, GA",15.375490196078431,2016
13271,"Telfair, GA",9.871078431372549,2016
13273,"Terrell, GA",18.477941176470587,2016
13275,"Thomas, GA",19.99019607843137,2016
13277,"Tift, GA",17.42058823529412,2016
13279,"Toombs, GA",16.744117647058822,2016
13281,"Towns, GA",17.158333333333335,2016
13283,"Treutlen, GA",13.685294117647059,2016
13285,"Troup, GA",17.13480392156863,2016
13287,"Turner, GA",15.913235294117648,2016
13289,"Twiggs, GA",17.396568627450982,2016
13291,"Union, GA",16.863235294117647,2016
13293,"Upson, GA",16.462254901960783,2016
13295,"Walker, GA",15.205882352941176,2016
13297,"Walton, GA",18.33186274509804,2016
13299,"Ware, GA",15.776960784313726,2016
13301,"Warren, GA",15.775490196078431,2016
13303,"Washington, GA",16.16813725490196,2016
13305,"Wayne, GA",14.239705882352942,2016
13307,"Webster, GA",14.803431372549019,2016
13309,"Wheeler, GA",8.913235294117648,2016
13311,"White, GA",15.858333333333333,2016
13313,"Whitfield, GA",17.705882352941178,2016
13315,"Wilcox, GA",12.548039215686275,2016
13317,"Wilkes, GA",19.37450980392157,2016
13319,"Wilkinson, GA",16.565686274509805,2016
13321,"Worth, GA",15.614215686274509,2016
15001,"Hawaii, HI",19.151960784313726,2016
15003,"Honolulu, HI",26.95686274509804,2016
15007,"Kauai, HI",22.038235294117648,2016
15901,"Maui + Kalawao, HI*",22.271568627450982,2016
16001,"Ada, ID",23.73970588235294,2016
16003,"Adams, ID",18.20294117647059,2016
16005,"Bannock, ID",17.36862745098039,2016
16007,"Bear Lake, ID",18.399019607843137,2016
16009,"Benewah, ID",17.379411764705882,2016
16011,"Bingham, ID",16.30735294117647,2016
16013,"Blaine, ID",48.004411764705885,2016
16015,"Boise, ID",20.530882352941177,2016
16017,"Bonner, ID",18.787254901960786,2016
16019,"Bonneville, ID",21.711764705882352,2016
16021,"Boundary, ID",16.18578431372549,2016
16023,"Butte, ID",19.066666666666666,2016
16025,"Camas, ID",20.437745098039215,2016
16027,"Canyon, ID",14.747058823529411,2016
16029,"Caribou, ID",18.93578431372549,2016
16031,"Cassia, ID",21.876470588235293,2016
16033,"Clark, ID",19.090196078431372,2016
16035,"Clearwater, ID",16.40735294117647,2016
16037,"Custer, ID",21.162254901960786,2016
16039,"Elmore, ID",17.970098039215685,2016
